ISO	variable	value	realValue	typeIneq	desc	norm1	norm2
CAN	ES_STCS_edu_primary	0.877	12.2548217773437	primary	On average, in Canada children with primary-educated parents score 12.3% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.310222893953323	-0.310222893953323
CHE	ES_STCS_edu_primary	0.842	15.7813844680786	primary	On average, in Switzerland children with primary-educated parents score 15.8% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.399495542049408	-0.399495542049408
CHL	ES_STCS_edu_primary	0.8	20.0279827117919	primary	On average, in Chile children with primary-educated parents score 20% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.506995439529418	-0.506995439529418
CZE	ES_STCS_edu_primary	0.809	19.0971145629882	primary	On average, in the Czech Republic children with primary-educated parents score 19.1% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.483431100845337	-0.483431100845337
DEU	ES_STCS_edu_primary	0.773	22.6558456420898	primary	On average, in Germany children with primary-educated parents score 22.7% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.573518097400665	-0.573518097400665
DNK	ES_STCS_edu_primary	0.811	18.8987674713134	primary	On average, in Denmark children with primary-educated parents score 18.9% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.478410065174103	-0.478410065174103
ESP	ES_STCS_edu_primary	0.874	12.6015605926513	primary	On average, in Spain children with primary-educated parents score 12.6% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.319000363349915	-0.319000363349915
EST	ES_STCS_edu_primary	0.869	13.0905151367187	primary	On average, in Estonia children with primary-educated parents score 13.1% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.331377923488617	-0.331377923488617
FIN	ES_STCS_edu_primary	0.778	22.1876621246337	primary	On average, in Finland children with primary-educated parents score 22.2% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.561666309833526	-0.561666309833526
FRA	ES_STCS_edu_primary	0.779	22.1182994842529	primary	On average, in France children with primary-educated parents score 22.1% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.559910416603088	-0.559910416603088
GBR	ES_STCS_edu_primary	0.852	14.8349170684814	primary	On average, in the United Kingdom children with primary-educated parents score 14.8% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.375536322593689	-0.375536322593689
GRC	ES_STCS_edu_primary	0.825	17.4689655303955	primary	On average, in Greece children with primary-educated parents score 17.5% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.44221556186676	-0.44221556186676
HUN	ES_STCS_edu_primary	0.658	34.1519126892089	primary	On average, in Hungary children with primary-educated parents score 34.2% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.864533603191375	-0.864533603191375
IRL	ES_STCS_edu_primary	0.824	17.6370315551757	primary	On average, in Ireland children with primary-educated parents score 17.6% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.44647005200386	-0.44647005200386
ISL	ES_STCS_edu_primary	0.722	27.8050479888916	primary	On average, in Iceland children with primary-educated parents score 27.8% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.703866779804229	-0.703866779804229
ISR	ES_STCS_edu_primary	0.782	21.845531463623	primary	On average, in Israel children with primary-educated parents score 21.8% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.553005516529083	-0.553005516529083
ITA	ES_STCS_edu_primary	0.819	18.1414432525634	primary	On average, in Italy children with primary-educated parents score 18.1% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.459238916635513	-0.459238916635513
JPN	ES_STCS_edu_primary			primary			
KOR	ES_STCS_edu_primary	0.817	18.2947158813476	primary	On average, in Korea children with primary-educated parents score 18.3% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.46311891078949	-0.46311891078949
LUX	ES_STCS_edu_primary	0.845	15.4620056152343	primary	On average, in Luxembourg children with primary-educated parents score 15.5% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.391410678625107	-0.391410678625107
LVA	ES_STCS_edu_primary	0.811	18.883544921875	primary	On average, in Latvia children with primary-educated parents score 18.9% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.47802472114563	-0.47802472114563
MEX	ES_STCS_edu_primary	0.884	11.5838413238525	primary	On average, in Mexico children with primary-educated parents score 11.6% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.293237447738647	-0.293237447738647
NLD	ES_STCS_edu_primary	0.852	14.7800922393798	primary	On average, in the Netherlands children with primary-educated parents score 14.8% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.374148488044739	-0.374148488044739
NOR	ES_STCS_edu_primary	0.781	21.9305400848388	primary	On average, in Norway children with primary-educated parents score 21.9% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.555157423019409	-0.555157423019409
NZL	ES_STCS_edu_primary	0.803	19.6546916961669	primary	On average, in New Zealand children with primary-educated parents score 19.7% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.497545808553696	-0.497545808553696
OECD	ES_STCS_edu_primary	0.81	19.0011100769042	primary	In the average OECD country, children with primary-educated parents score 19% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.481000810861588	-0.481000810861588
POL	ES_STCS_edu_primary			primary			
PRT	ES_STCS_edu_primary	0.875	12.4814987182617	primary	On average, in Portugal children with primary-educated parents score 12.5% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.315961062908173	-0.315961062908173
SVK	ES_STCS_edu_primary	0.605	39.5032806396484	primary	On average, in the Slovak Republic children with primary-educated parents score 39.5% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-1	-1
SVN	ES_STCS_edu_primary	0.835	16.5239868164062	primary	On average, in Slovenia children with primary-educated parents score 16.5% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.418294042348862	-0.418294042348862
SWE	ES_STCS_edu_primary	0.755	24.4503021240234	primary	On average, in Sweden children with primary-educated parents score 24.5% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.618943572044372	-0.618943572044372
TUR	ES_STCS_edu_primary	0.938	6.22596740722656	primary	On average, in Turkey children with primary-educated parents score 6.2% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.157606333494186	-0.157606333494186
USA	ES_STCS_edu_primary	0.882	11.8247270584106	primary	On average, in the United States children with primary-educated parents score 11.8% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.299335330724716	-0.299335330724716
AUS	HS_LEB_edu_primary	-5.168	5.16765022277832	primary	On average, in Australia people aged 25 who have a primary education are expected to live 5.2 years less than their peers who have a tertiary education.	-0.521177291870117	-0.521177291870117
AUT	HS_LEB_edu_primary	-4.739	4.73878479003906	primary	On average, in Austria people aged 25 who have a primary education are expected to live 4.7 years less than their peers who have a tertiary education.	-0.477924555540085	-0.477924555540085
BEL	HS_LEB_edu_primary	-8.338	8.33786964416503	primary	On average, in Belgium people aged 25 who have a primary education are expected to live 8.3 years less than their peers who have a tertiary education.	-0.840906023979187	-0.840906023979187
CAN	HS_LEB_edu_primary	-3.409	3.40917491912841	primary	On average, in Canada people aged 25 who have a primary education are expected to live 3.4 years less than their peers who have a tertiary education.	-0.343828320503235	-0.343828320503235
CHE	HS_LEB_edu_primary			primary			
CHL	HS_LEB_edu_primary	-9.279	9.2791051864624	primary	On average, in Chile people aged 25 who have a primary education are expected to live 9.3 years less than their peers who have a tertiary education.	-0.9358332157135	-0.9358332157135
CZE	HS_LEB_edu_primary	-8.92	8.92022991180419	primary	On average, in the Czech Republic people aged 25 who have a primary education are expected to live 8.9 years less than their peers who have a tertiary education.	-0.899639308452606	-0.899639308452606
DEU	HS_LEB_edu_primary			primary			
DNK	HS_LEB_edu_primary	-5.998	5.99825000762939	primary	On average, in Denmark people aged 25 who have a primary education are expected to live 6 years less than their peers who have a tertiary education.	-0.604946434497833	-0.604946434497833
ESP	HS_LEB_edu_primary			primary			
EST	HS_LEB_edu_primary			primary			
FIN	HS_LEB_edu_primary	-6.169	6.16898488998413	primary	On average, in Finland people aged 25 who have a primary education are expected to live 6.2 years less than their peers who have a tertiary education.	-0.622165739536285	-0.622165739536285
FRA	HS_LEB_edu_primary	-4.709	4.70906496047973	primary	On average, in France people aged 25 who have a primary education are expected to live 4.7 years less than their peers who have a tertiary education.	-0.474927216768265	-0.474927216768265
GBR	HS_LEB_edu_primary	-4.173	4.17316007614135	primary	On average, in the United Kingdom people aged 25 who have a primary education are expected to live 4.2 years less than their peers who have a tertiary education.	-0.420879155397415	-0.420879155397415
GRC	HS_LEB_edu_primary			primary			
HUN	HS_LEB_edu_primary	-9.844	9.84399509429931	primary	On average, in Hungary people aged 25 who have a primary education are expected to live 9.8 years less than their peers who have a tertiary education.	-0.992804527282714	-0.992804527282714
IRL	HS_LEB_edu_primary			primary			
ISL	HS_LEB_edu_primary			primary			
ISR	HS_LEB_edu_primary	-4.725	4.72527980804443	primary	On average, in Israel people aged 25 who have a primary education are expected to live 4.7 years less than their peers who have a tertiary education.	-0.476562529802322	-0.476562529802322
ITA	HS_LEB_edu_primary	-2.9	2.90000009536743	primary	On average, in Italy people aged 25 who have a primary education are expected to live 2.9 years less than their peers who have a tertiary education.	-0.292476087808609	-0.292476087808609
JPN	HS_LEB_edu_primary			primary			
KOR	HS_LEB_edu_primary			primary			
LUX	HS_LEB_edu_primary			primary			
LVA	HS_LEB_edu_primary	-9.915	9.91534042358398	primary	On average, in Latvia people aged 25 who have a primary education are expected to live 9.9 years less than their peers who have a tertiary education.	-1	-1
MEX	HS_LEB_edu_primary	-3.732	3.73215508460998	primary	On average, in Mexico people aged 25 who have a primary education are expected to live 3.7 years less than their peers who have a tertiary education.	-0.376402109861374	-0.376402109861374
NLD	HS_LEB_edu_primary			primary			
NOR	HS_LEB_edu_primary	-5.82	5.81955003738403	primary	On average, in Norway people aged 25 who have a primary education are expected to live 5.8 years less than their peers who have a tertiary education.	-0.586923897266387	-0.586923897266387
NZL	HS_LEB_edu_primary	-4.522	4.52224016189575	primary	On average, in New Zealand people aged 25 who have a primary education are expected to live 4.5 years less than their peers who have a tertiary education.	-0.456085205078125	-0.456085205078125
OECD	HS_LEB_edu_primary	-6.06	6.06025886535644	primary	In the average OECD country, people aged 25 who have a primary education are expected to live 6.1 years less than their peers who have a tertiary education.	-0.611200273036956	-0.611200273036956
POL	HS_LEB_edu_primary	-9.411	9.41067028045654	primary	On average, in Poland people aged 25 who have a primary education are expected to live 9.4 years less than their peers who have a tertiary education.	-0.949102103710174	-0.949102103710174
PRT	HS_LEB_edu_primary			primary			
SVK	HS_LEB_edu_primary			primary			
SVN	HS_LEB_edu_primary	-6.462	6.4623851776123	primary	On average, in Slovenia people aged 25 who have a primary education are expected to live 6.5 years less than their peers who have a tertiary education.	-0.651756286621093	-0.651756286621093
SWE	HS_LEB_edu_primary	-5.418	5.41803503036499	primary	On average, in Sweden people aged 25 who have a primary education are expected to live 5.4 years less than their peers who have a tertiary education.	-0.546429574489593	-0.546429574489593
TUR	HS_LEB_edu_primary	-4.05	4.05046987533569	primary	On average, in Turkey people aged 25 who have a primary education are expected to live 4.1 years less than their peers who have a tertiary education.	-0.408505380153656	-0.408505380153656
USA	HS_LEB_edu_primary	-5.623	5.623300075531	primary	On average, in the United States people aged 25 who have a primary education are expected to live 5.6 years less than their peers who have a tertiary education.	-0.567131340503692	-0.567131340503692
AUS	HS_SFRH_edu_primary			primary			
AUT	HS_SFRH_edu_primary	0.605	39.5121955871582	primary	On average, in Austria people who have a primary education are 39.5% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.647868692874908	-0.731781959533691
BEL	HS_SFRH_edu_primary	0.673	32.7080879211425	primary	On average, in Belgium people who have a primary education are 32.7% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.53630393743515	-0.605767130851745
CAN	HS_SFRH_edu_primary			primary			
CHE	HS_SFRH_edu_primary	0.802	19.8366394042968	primary	On average, in Switzerland people who have a primary education are 19.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.32525497674942	-0.367382645606995
CHL	HS_SFRH_edu_primary			primary			
CZE	HS_SFRH_edu_primary	0.552	44.8275871276855	primary	On average, in the Czech Republic people who have a primary education are 44.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.735023438930511	-0.83022516965866
DEU	HS_SFRH_edu_primary	0.759	24.1239891052246	primary	On average, in Germany people who have a primary education are 24.1% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.395553261041641	-0.446786105632782
DNK	HS_SFRH_edu_primary	0.815	18.5372009277343	primary	On average, in Denmark people who have a primary education are 18.5% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.303948491811752	-0.343316525220871
ESP	HS_SFRH_edu_primary	0.693	30.6544208526611	primary	On average, in Spain people who have a primary education are 30.7% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.502630650997161	-0.567732393741607
EST	HS_SFRH_edu_primary	0.582	41.7741928100585	primary	On average, in Estonia people who have a primary education are 41.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.684957921504974	-0.773675084114074
FIN	HS_SFRH_edu_primary	0.652	34.8093490600585	primary	On average, in Finland people who have a primary education are 34.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.570757627487182	-0.644683361053466
FRA	HS_SFRH_edu_primary	0.684	31.605562210083	primary	On average, in France people who have a primary education are 31.6% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.518226206302642	-0.585347890853881
GBR	HS_SFRH_edu_primary	0.703	29.6662540435791	primary	On average, in the United Kingdom people who have a primary education are 29.7% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.486427962779999	-0.549431145191192
GRC	HS_SFRH_edu_primary	0.609	39.0572395324707	primary	On average, in Greece people who have a primary education are 39.1% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.640408933162689	-0.723356008529663
HUN	HS_SFRH_edu_primary	0.548	45.2380943298339	primary	On average, in Hungary people who have a primary education are 45.2% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.741754412651062	-0.837827980518341
IRL	HS_SFRH_edu_primary	0.789	21.134593963623	primary	On average, in Ireland people who have a primary education are 21.1% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.346537113189697	-0.391421288251877
ISL	HS_SFRH_edu_primary	0.782	21.8097438812255	primary	On average, in Iceland people who have a primary education are 21.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.357607305049896	-0.403925359249115
ISR	HS_SFRH_edu_primary			primary			
ITA	HS_SFRH_edu_primary	0.617	38.3211669921875	primary	On average, in Italy people who have a primary education are 38.3% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.628339767456054	-0.709723651409149
JPN	HS_SFRH_edu_primary	0.562	43.8423652648925	primary	On average, in Japan people who have a primary education are 43.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.718869090080261	-0.811978459358215
KOR	HS_SFRH_edu_primary	0.62	38.0102043151855	primary	On average, in Korea people who have a primary education are 38% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.623241007328033	-0.703964471817016
LUX	HS_SFRH_edu_primary	0.74	26.0340633392333	primary	On average, in Luxembourg people who have a primary education are 26% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.426872104406357	-0.482161462306976
LVA	HS_SFRH_edu_primary	0.663	33.7268142700195	primary	On average, in Latvia people who have a primary education are 33.7% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.553007662296295	-0.624634325504302
MEX	HS_SFRH_edu_primary			primary			
NLD	HS_SFRH_edu_primary	0.737	26.3157901763916	primary	On average, in the Netherlands people who have a primary education are 26.3% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.431491494178772	-0.487379163503647
NOR	HS_SFRH_edu_primary	0.814	18.5567016601562	primary	On average, in Norway people who have a primary education are 18.6% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.30426824092865	-0.343677669763565
NZL	HS_SFRH_edu_primary			primary			
OECD	HS_SFRH_edu_primary	0.664	33.5551071166992	primary	In the average OECD country, people who have a primary education are 33.6% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.550192236900329	-0.621454238891601
POL	HS_SFRH_edu_primary	0.503	49.676586151123	primary	On average, in Poland people who have a primary education are 49.7% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.814530909061431	-0.920030653476715
PRT	HS_SFRH_edu_primary	0.46	53.9944915771484	primary	On average, in Portugal people who have a primary education are 54% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.885330200195312	-1
SVK	HS_SFRH_edu_primary	0.574	42.6150131225585	primary	On average, in the Slovak Republic people who have a primary education are 42.6% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.698744595050811	-0.789247393608093
SVN	HS_SFRH_edu_primary	0.583	41.7193412780761	primary	On average, in Slovenia people who have a primary education are 41.7% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.684058547019958	-0.772659182548522
SWE	HS_SFRH_edu_primary	0.801	19.9300708770751	primary	On average, in Sweden people who have a primary education are 19.9% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.326786935329437	-0.369113028049469
TUR	HS_SFRH_edu_primary	0.685	31.5052509307861	primary	On average, in Turkey people who have a primary education are 31.5% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.516581416130065	-0.583490073680877
USA	HS_SFRH_edu_primary			primary			
AUS	IW_HNFW_edu_primary	0.672	32.7622261047363	primary	On average, in Australia the net wealth of people who have a primary education is 32.8% lower than that of people who have a tertiary education.	-0.263857483863831	-0.382943004369736
AUT	IW_HNFW_edu_primary	0.251	74.8553771972656	primary	On average, in Austria the net wealth of people who have a primary education is 74.9% lower than that of people who have a tertiary education.	-0.602863550186157	-0.874951004981994
BEL	IW_HNFW_edu_primary	0.506	49.4270782470703	primary	On average, in Belgium the net wealth of people who have a primary education is 49.4% lower than that of people who have a tertiary education.	-0.398071378469467	-0.577731013298034
CAN	IW_HNFW_edu_primary	0.428	57.1554260253906	primary	On average, in Canada the net wealth of people who have a primary education is 57.2% lower than that of people who have a tertiary education.	-0.460313260555267	-0.668064177036285
CHE	IW_HNFW_edu_primary			primary			
CHL	IW_HNFW_edu_primary	0.327	67.3097763061523	primary	On average, in Chile the net wealth of people who have a primary education is 67.3% lower than that of people who have a tertiary education.	-0.542093455791473	-0.786753833293914
CZE	IW_HNFW_edu_primary			primary			
DEU	IW_HNFW_edu_primary	0.144	85.5537948608398	primary	On average, in Germany the net wealth of people who have a primary education is 85.6% lower than that of people who have a tertiary education.	-0.689025521278381	-1
DNK	IW_HNFW_edu_primary	0.421	57.9302787780761	primary	On average, in Denmark the net wealth of people who have a primary education is 57.9% lower than that of people who have a tertiary education.	-0.466553717851639	-0.677121102809906
ESP	IW_HNFW_edu_primary	0.472	52.7690124511718	primary	On average, in Spain the net wealth of people who have a primary education is 52.8% lower than that of people who have a tertiary education.	-0.424986362457275	-0.6167933344841
EST	IW_HNFW_edu_primary	0.321	67.9472122192382	primary	On average, in Estonia the net wealth of people who have a primary education is 67.9% lower than that of people who have a tertiary education.	-0.547227203845977	-0.794204533100128
FIN	IW_HNFW_edu_primary	0.543	45.7287902832031	primary	On average, in Finland the net wealth of people who have a primary education is 45.7% lower than that of people who have a tertiary education.	-0.368286460638046	-0.53450334072113
FRA	IW_HNFW_edu_primary	0.482	51.7577972412109	primary	On average, in France the net wealth of people who have a primary education is 51.8% lower than that of people who have a tertiary education.	-0.416842341423035	-0.60497373342514
GBR	IW_HNFW_edu_primary			primary			
GRC	IW_HNFW_edu_primary	0.714	28.5609245300292	primary	On average, in Greece the net wealth of people who have a primary education is 28.6% lower than that of people who have a tertiary education.	-0.230021432042122	-0.333835870027542
HUN	IW_HNFW_edu_primary	0.191	80.9479141235351	primary	On average, in Hungary the net wealth of people who have a primary education is 80.9% lower than that of people who have a tertiary education.	-0.651931107044219	-0.946163892745971
IRL	IW_HNFW_edu_primary	1.062	6.15320205688476	primary	On average, in Ireland the net wealth of people who have a primary education is 6.2% higher than that of people who have a tertiary education.	0.0495561100542545	0.0719220265746117
ISL	IW_HNFW_edu_primary			primary			
ISR	IW_HNFW_edu_primary			primary			
ITA	IW_HNFW_edu_primary	0.364	63.6135330200195	primary	On average, in Italy the net wealth of people who have a primary education is 63.6% lower than that of people who have a tertiary education.	-0.51232498884201	-0.74355012178421
JPN	IW_HNFW_edu_primary			primary			
KOR	IW_HNFW_edu_primary	0.441	55.8625831604003	primary	On average, in Korea the net wealth of people who have a primary education is 55.9% lower than that of people who have a tertiary education.	-0.449901074171066	-0.65295273065567
LUX	IW_HNFW_edu_primary	0.42	57.9984512329101	primary	On average, in Luxembourg the net wealth of people who have a primary education is 58% lower than that of people who have a tertiary education.	-0.467102736234665	-0.677917897701263
LVA	IW_HNFW_edu_primary	0.159	84.1204605102539	primary	On average, in Latvia the net wealth of people who have a primary education is 84.1% lower than that of people who have a tertiary education.	-0.677481830120086	-0.983246386051177
MEX	IW_HNFW_edu_primary			primary			
NLD	IW_HNFW_edu_primary			primary			
NOR	IW_HNFW_edu_primary	0.444	55.5642585754394	primary	On average, in Norway the net wealth of people who have a primary education is 55.6% lower than that of people who have a tertiary education.	-0.447498470544815	-0.64946573972702
NZL	IW_HNFW_edu_primary	0.551	44.8806648254394	primary	On average, in New Zealand the net wealth of people who have a primary education is 44.9% lower than that of people who have a tertiary education.	-0.361455887556076	-0.524590015411376
OECD	IW_HNFW_edu_primary	0.436	56.4313850402832	primary	In the average OECD country, the net wealth of people who have a primary education is 56.4% lower than that of people who have a tertiary education.	-0.454482048749924	-0.659601211547851
POL	IW_HNFW_edu_primary	0.563	43.719799041748	primary	On average, in Poland the net wealth of people who have a primary education is 43.7% lower than that of people who have a tertiary education.	-0.352106600999832	-0.511021137237548
PRT	IW_HNFW_edu_primary	0.495	50.5111923217773	primary	On average, in Portugal the net wealth of people who have a primary education is 50.5% lower than that of people who have a tertiary education.	-0.406802535057068	-0.590402722358703
SVK	IW_HNFW_edu_primary	0.296	70.3974990844726	primary	On average, in the Slovak Republic the net wealth of people who have a primary education is 70.4% lower than that of people who have a tertiary education.	-0.566961109638214	-0.822844862937927
SVN	IW_HNFW_edu_primary	0.467	53.3073272705078	primary	On average, in Slovenia the net wealth of people who have a primary education is 53.3% lower than that of people who have a tertiary education.	-0.429321795701981	-0.623085498809814
SWE	IW_HNFW_edu_primary			primary			
TUR	IW_HNFW_edu_primary			primary			
USA	IW_HNFW_edu_primary	0.157	84.256477355957	primary	On average, in the United States the net wealth of people who have a primary education is 84.3% lower than that of people who have a tertiary education.	-0.678577303886413	-0.984836220741271
AUS	JE_EMP_edu_primary	0.446	124.365859985351	primary	On average, in Australia people who have a primary education are 124.4% more likely to be unemployed than people who have a tertiary education.	-0.147788554430008	-0.147788554430008
AUT	JE_EMP_edu_primary	0.338	195.822311401367	primary	On average, in Austria people who have a primary education are 195.8% more likely to be unemployed than people who have a tertiary education.	-0.232702910900116	-0.232702910900116
BEL	JE_EMP_edu_primary	0.278	259.791717529296	primary	On average, in Belgium people who have a primary education are 259.8% more likely to be unemployed than people who have a tertiary education.	-0.308720141649246	-0.308720141649246
CAN	JE_EMP_edu_primary	0.454	120.136749267578	primary	On average, in Canada people who have a primary education are 120.1% more likely to be unemployed than people who have a tertiary education.	-0.142762959003448	-0.142762959003448
CHE	JE_EMP_edu_primary	0.331	202.397323608398	primary	On average, in Switzerland people who have a primary education are 202.4% more likely to be unemployed than people who have a tertiary education.	-0.240516245365143	-0.240516245365143
CHL	JE_EMP_edu_primary	0.955	4.71210479736328	primary	On average, in Chile people who have a primary education are 4.7% more likely to be unemployed than people who have a tertiary education.	-0.00559956859797239	-0.00559956859797239
CZE	JE_EMP_edu_primary	0.106	841.512084960937	primary	On average, in the Czech Republic people who have a primary education are 841.5% more likely to be unemployed than people who have a tertiary education.	-1	-1
DEU	JE_EMP_edu_primary	0.205	387.94921875	primary	On average, in Germany people who have a primary education are 387.9% more likely to be unemployed than people who have a tertiary education.	-0.461014449596405	-0.461014449596405
DNK	JE_EMP_edu_primary	0.557	79.6939086914062	primary	On average, in Denmark people who have a primary education are 79.7% more likely to be unemployed than people who have a tertiary education.	-0.0947032272815704	-0.0947032272815704
ESP	JE_EMP_edu_primary	0.427	134.122467041015	primary	On average, in Spain people who have a primary education are 134.1% more likely to be unemployed than people who have a tertiary education.	-0.159382700920105	-0.159382700920105
EST	JE_EMP_edu_primary	0.302	231.478393554687	primary	On average, in Estonia people who have a primary education are 231.5% more likely to be unemployed than people who have a tertiary education.	-0.275074362754822	-0.275074362754822
FIN	JE_EMP_edu_primary	0.526	90.0008850097656	primary	On average, in Finland people who have a primary education are 90% more likely to be unemployed than people who have a tertiary education.	-0.106951385736465	-0.106951385736465
FRA	JE_EMP_edu_primary	0.411	143.202529907226	primary	On average, in France people who have a primary education are 143.2% more likely to be unemployed than people who have a tertiary education.	-0.170172870159149	-0.170172870159149
GBR	JE_EMP_edu_primary	0.392	155.282531738281	primary	On average, in the United Kingdom people who have a primary education are 155.3% more likely to be unemployed than people who have a tertiary education.	-0.184527993202209	-0.184527993202209
GRC	JE_EMP_edu_primary	0.724	38.2037086486816	primary	On average, in Greece people who have a primary education are 38.2% more likely to be unemployed than people who have a tertiary education.	-0.0453988835215569	-0.0453988835215569
HUN	JE_EMP_edu_primary	0.14	612.9287109375	primary	On average, in Hungary people who have a primary education are 612.9% more likely to be unemployed than people who have a tertiary education.	-0.728365898132324	-0.728365898132324
IRL	JE_EMP_edu_primary	0.323	209.425506591796	primary	On average, in Ireland people who have a primary education are 209.4% more likely to be unemployed than people who have a tertiary education.	-0.248868092894554	-0.248868092894554
ISL	JE_EMP_edu_primary	0.701	42.5594024658203	primary	On average, in Iceland people who have a primary education are 42.6% more likely to be unemployed than people who have a tertiary education.	-0.0505749136209488	-0.0505749136209488
ISR	JE_EMP_edu_primary	0.56	78.6380538940429	primary	On average, in Israel people who have a primary education are 78.6% more likely to be unemployed than people who have a tertiary education.	-0.0934485122561455	-0.0934485122561455
ITA	JE_EMP_edu_primary	0.481	107.911552429199	primary	On average, in Italy people who have a primary education are 107.9% more likely to be unemployed than people who have a tertiary education.	-0.128235295414925	-0.128235295414925
JPN	JE_EMP_edu_primary			primary			
KOR	JE_EMP_edu_primary	1.166	14.2319440841674	primary	On average, in Korea people who have a primary education are 14.2% less likely to be unemployed than people who have a tertiary education.	0.0169123467057943	0.0169123467057943
LUX	JE_EMP_edu_primary	0.553	80.773696899414	primary	On average, in Luxembourg people who have a primary education are 80.8% more likely to be unemployed than people who have a tertiary education.	-0.0959863811731339	-0.0959863811731339
LVA	JE_EMP_edu_primary	0.228	337.979400634765	primary	On average, in Latvia people who have a primary education are 338% more likely to be unemployed than people who have a tertiary education.	-0.401633441448212	-0.401633441448212
MEX	JE_EMP_edu_primary	1.376	27.3210296630859	primary	On average, in Mexico people who have a primary education are 27.3% less likely to be unemployed than people who have a tertiary education.	0.0324665904045105	0.0324665904045105
NLD	JE_EMP_edu_primary	0.399	150.666152954101	primary	On average, in the Netherlands people who have a primary education are 150.7% more likely to be unemployed than people who have a tertiary education.	-0.179042175412178	-0.179042175412178
NOR	JE_EMP_edu_primary	0.327	205.68521118164	primary	On average, in Norway people who have a primary education are 205.7% more likely to be unemployed than people who have a tertiary education.	-0.244423359632492	-0.244423359632492
NZL	JE_EMP_edu_primary	0.444	125.133445739746	primary	On average, in New Zealand people who have a primary education are 125.1% more likely to be unemployed than people who have a tertiary education.	-0.148700714111328	-0.148700714111328
OECD	JE_EMP_edu_primary	0.474	110.945365905761	primary	In the average OECD country, people who have a primary education are 110.9% more likely to be unemployed than people who have a tertiary education.	-0.131840497255325	-0.131840497255325
